bin_timestamp,bin_index,active_jobs,cpu_ReadMB_sum,cpu_WriteMB_sum,cpu_ReadMB_max,cpu_WriteMB_max,cpu_CPUUtilization_mean,cpu_CPUUtilization_max,cpu_RSS_max,gpu_utilization_gpu_pct_mean,gpu_utilization_gpu_pct_max,gpu_memory_used_MiB_max,gpu_power_draw_W_mean
2021-04-24 12:20:00+00:00,2452,610,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 12:25:00+00:00,2453,609,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 12:30:00+00:00,2454,609,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 12:35:00+00:00,2455,608,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 12:40:00+00:00,2456,607,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 12:45:00+00:00,2457,604,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 12:50:00+00:00,2458,604,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 12:55:00+00:00,2459,603,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 13:00:00+00:00,2460,604,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 13:05:00+00:00,2461,604,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 13:10:00+00:00,2462,603,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 13:15:00+00:00,2463,603,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 13:20:00+00:00,2464,602,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 13:25:00+00:00,2465,600,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 13:30:00+00:00,2466,600,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 13:35:00+00:00,2467,596,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 13:40:00+00:00,2468,596,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 13:45:00+00:00,2469,594,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 13:50:00+00:00,2470,595,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 13:55:00+00:00,2471,594,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 14:00:00+00:00,2472,594,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 14:05:00+00:00,2473,594,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 14:10:00+00:00,2474,595,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 14:15:00+00:00,2475,595,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 14:20:00+00:00,2476,594,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 14:25:00+00:00,2477,593,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 14:30:00+00:00,2478,592,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 14:35:00+00:00,2479,592,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 14:40:00+00:00,2480,593,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 14:45:00+00:00,2481,592,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 14:50:00+00:00,2482,592,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 14:55:00+00:00,2483,592,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 15:00:00+00:00,2484,594,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 15:05:00+00:00,2485,594,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 15:10:00+00:00,2486,593,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 15:15:00+00:00,2487,591,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 15:20:00+00:00,2488,590,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 15:25:00+00:00,2489,588,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 15:30:00+00:00,2490,595,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 15:35:00+00:00,2491,594,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 15:40:00+00:00,2492,594,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 15:45:00+00:00,2493,593,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 15:50:00+00:00,2494,595,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 15:55:00+00:00,2495,599,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 16:00:00+00:00,2496,598,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 16:05:00+00:00,2497,596,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 16:10:00+00:00,2498,596,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 16:15:00+00:00,2499,596,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 16:20:00+00:00,2500,597,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 16:25:00+00:00,2501,596,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 16:30:00+00:00,2502,595,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 16:35:00+00:00,2503,595,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 16:40:00+00:00,2504,594,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 16:45:00+00:00,2505,592,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 16:50:00+00:00,2506,587,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 16:55:00+00:00,2507,586,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 17:00:00+00:00,2508,585,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 17:05:00+00:00,2509,585,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 17:10:00+00:00,2510,585,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 17:15:00+00:00,2511,588,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 17:20:00+00:00,2512,586,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 17:25:00+00:00,2513,587,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 17:30:00+00:00,2514,586,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 17:35:00+00:00,2515,583,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 17:40:00+00:00,2516,581,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 17:45:00+00:00,2517,579,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 17:50:00+00:00,2518,578,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 17:55:00+00:00,2519,579,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 18:00:00+00:00,2520,578,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 18:05:00+00:00,2521,577,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 18:10:00+00:00,2522,577,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 18:15:00+00:00,2523,577,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 18:20:00+00:00,2524,577,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 18:25:00+00:00,2525,578,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 18:30:00+00:00,2526,578,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 18:35:00+00:00,2527,577,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 18:40:00+00:00,2528,576,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 18:45:00+00:00,2529,576,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 18:50:00+00:00,2530,577,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 18:55:00+00:00,2531,577,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 19:00:00+00:00,2532,578,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 19:05:00+00:00,2533,577,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 19:10:00+00:00,2534,577,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 19:15:00+00:00,2535,577,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 19:20:00+00:00,2536,576,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 19:25:00+00:00,2537,574,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 19:30:00+00:00,2538,574,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 19:35:00+00:00,2539,574,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 19:40:00+00:00,2540,573,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 19:45:00+00:00,2541,572,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 19:50:00+00:00,2542,571,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 19:55:00+00:00,2543,571,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 20:00:00+00:00,2544,570,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 20:05:00+00:00,2545,569,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 20:10:00+00:00,2546,569,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 20:15:00+00:00,2547,569,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 20:20:00+00:00,2548,568,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 20:25:00+00:00,2549,567,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 20:30:00+00:00,2550,566,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 20:35:00+00:00,2551,566,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 20:40:00+00:00,2552,567,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 20:45:00+00:00,2553,567,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 20:50:00+00:00,2554,568,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 20:55:00+00:00,2555,567,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 21:00:00+00:00,2556,566,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 21:05:00+00:00,2557,564,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 21:10:00+00:00,2558,564,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 21:15:00+00:00,2559,563,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 21:20:00+00:00,2560,562,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 21:25:00+00:00,2561,563,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 21:30:00+00:00,2562,561,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 21:35:00+00:00,2563,562,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 21:40:00+00:00,2564,562,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 21:45:00+00:00,2565,562,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 21:50:00+00:00,2566,561,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 21:55:00+00:00,2567,561,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 22:00:00+00:00,2568,560,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 22:05:00+00:00,2569,560,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 22:10:00+00:00,2570,560,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 22:15:00+00:00,2571,561,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 22:20:00+00:00,2572,561,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 22:25:00+00:00,2573,558,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 22:30:00+00:00,2574,557,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 22:35:00+00:00,2575,557,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 22:40:00+00:00,2576,556,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 22:45:00+00:00,2577,556,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 22:50:00+00:00,2578,556,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 22:55:00+00:00,2579,555,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 23:00:00+00:00,2580,555,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 23:05:00+00:00,2581,555,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 23:10:00+00:00,2582,553,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 23:15:00+00:00,2583,552,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 23:20:00+00:00,2584,550,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 23:25:00+00:00,2585,550,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 23:30:00+00:00,2586,550,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 23:35:00+00:00,2587,550,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 23:40:00+00:00,2588,550,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 23:45:00+00:00,2589,549,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 23:50:00+00:00,2590,549,0,0,0,0,0,0,0,0,0,0,0
2021-04-24 23:55:00+00:00,2591,548,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:00:00+00:00,2592,546,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:05:00+00:00,2593,546,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:10:00+00:00,2594,545,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:15:00+00:00,2595,545,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:20:00+00:00,2596,543,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:25:00+00:00,2597,530,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:30:00+00:00,2598,523,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:35:00+00:00,2599,521,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:40:00+00:00,2600,519,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:45:00+00:00,2601,516,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:50:00+00:00,2602,512,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 00:55:00+00:00,2603,512,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 01:00:00+00:00,2604,510,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 01:05:00+00:00,2605,510,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 01:10:00+00:00,2606,509,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 01:15:00+00:00,2607,517,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 01:20:00+00:00,2608,515,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 01:25:00+00:00,2609,514,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 01:30:00+00:00,2610,510,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 01:35:00+00:00,2611,512,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 01:40:00+00:00,2612,513,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 01:45:00+00:00,2613,512,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 01:50:00+00:00,2614,512,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 01:55:00+00:00,2615,506,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 02:00:00+00:00,2616,504,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 02:05:00+00:00,2617,499,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 02:10:00+00:00,2618,495,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 02:15:00+00:00,2619,495,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 02:20:00+00:00,2620,485,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 02:25:00+00:00,2621,482,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 02:30:00+00:00,2622,477,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 02:35:00+00:00,2623,474,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 02:40:00+00:00,2624,470,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 02:45:00+00:00,2625,470,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 02:50:00+00:00,2626,469,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 02:55:00+00:00,2627,467,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 03:00:00+00:00,2628,467,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 03:05:00+00:00,2629,467,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 03:10:00+00:00,2630,458,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 03:15:00+00:00,2631,458,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 03:20:00+00:00,2632,457,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 03:25:00+00:00,2633,456,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 03:30:00+00:00,2634,456,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 03:35:00+00:00,2635,455,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 03:40:00+00:00,2636,455,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 03:45:00+00:00,2637,455,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 03:50:00+00:00,2638,455,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 03:55:00+00:00,2639,455,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 04:00:00+00:00,2640,454,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 04:05:00+00:00,2641,454,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 04:10:00+00:00,2642,452,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 04:15:00+00:00,2643,450,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 04:20:00+00:00,2644,450,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 04:25:00+00:00,2645,447,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 04:30:00+00:00,2646,446,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 04:35:00+00:00,2647,446,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 04:40:00+00:00,2648,445,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 04:45:00+00:00,2649,445,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 04:50:00+00:00,2650,444,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 04:55:00+00:00,2651,444,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 05:00:00+00:00,2652,443,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 05:05:00+00:00,2653,442,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 05:10:00+00:00,2654,439,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 05:15:00+00:00,2655,439,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 05:20:00+00:00,2656,439,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 05:25:00+00:00,2657,439,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 05:30:00+00:00,2658,439,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 05:35:00+00:00,2659,438,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 05:40:00+00:00,2660,437,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 05:45:00+00:00,2661,437,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 05:50:00+00:00,2662,437,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 05:55:00+00:00,2663,436,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 06:00:00+00:00,2664,433,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 06:05:00+00:00,2665,432,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 06:10:00+00:00,2666,430,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 06:15:00+00:00,2667,430,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 06:20:00+00:00,2668,438,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 06:25:00+00:00,2669,456,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 06:30:00+00:00,2670,456,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 06:35:00+00:00,2671,455,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 06:40:00+00:00,2672,455,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 06:45:00+00:00,2673,455,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 06:50:00+00:00,2674,455,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 06:55:00+00:00,2675,453,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 07:00:00+00:00,2676,457,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 07:05:00+00:00,2677,459,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 07:10:00+00:00,2678,462,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 07:15:00+00:00,2679,462,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 07:20:00+00:00,2680,460,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 07:25:00+00:00,2681,458,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 07:30:00+00:00,2682,456,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 07:35:00+00:00,2683,454,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 07:40:00+00:00,2684,452,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 07:45:00+00:00,2685,452,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 07:50:00+00:00,2686,449,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 07:55:00+00:00,2687,449,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 08:00:00+00:00,2688,446,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 08:05:00+00:00,2689,444,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 08:10:00+00:00,2690,441,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 08:15:00+00:00,2691,438,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 08:20:00+00:00,2692,438,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 08:25:00+00:00,2693,435,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 08:30:00+00:00,2694,432,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 08:35:00+00:00,2695,430,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 08:40:00+00:00,2696,430,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 08:45:00+00:00,2697,428,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 08:50:00+00:00,2698,426,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 08:55:00+00:00,2699,425,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 09:00:00+00:00,2700,422,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 09:05:00+00:00,2701,420,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 09:10:00+00:00,2702,420,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 09:15:00+00:00,2703,420,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 09:20:00+00:00,2704,419,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 09:25:00+00:00,2705,417,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 09:30:00+00:00,2706,414,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 09:35:00+00:00,2707,413,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 09:40:00+00:00,2708,413,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 09:45:00+00:00,2709,413,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 09:50:00+00:00,2710,410,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 09:55:00+00:00,2711,410,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 10:00:00+00:00,2712,407,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 10:05:00+00:00,2713,404,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 10:10:00+00:00,2714,403,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 10:15:00+00:00,2715,401,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 10:20:00+00:00,2716,401,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 10:25:00+00:00,2717,402,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 10:30:00+00:00,2718,402,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 10:35:00+00:00,2719,402,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 10:40:00+00:00,2720,401,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 10:45:00+00:00,2721,399,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 10:50:00+00:00,2722,398,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 10:55:00+00:00,2723,398,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 11:00:00+00:00,2724,398,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 11:05:00+00:00,2725,398,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 11:10:00+00:00,2726,398,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 11:15:00+00:00,2727,397,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 11:20:00+00:00,2728,397,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 11:25:00+00:00,2729,395,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 11:30:00+00:00,2730,395,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 11:35:00+00:00,2731,395,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 11:40:00+00:00,2732,393,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 11:45:00+00:00,2733,392,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 11:50:00+00:00,2734,392,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 11:55:00+00:00,2735,392,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 12:00:00+00:00,2736,391,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 12:05:00+00:00,2737,390,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 12:10:00+00:00,2738,390,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 12:15:00+00:00,2739,389,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 12:20:00+00:00,2740,388,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 12:25:00+00:00,2741,387,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 12:30:00+00:00,2742,386,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 12:35:00+00:00,2743,386,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 12:40:00+00:00,2744,386,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 12:45:00+00:00,2745,387,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 12:50:00+00:00,2746,386,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 12:55:00+00:00,2747,386,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 13:00:00+00:00,2748,386,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 13:05:00+00:00,2749,386,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 13:10:00+00:00,2750,386,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 13:15:00+00:00,2751,385,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 13:20:00+00:00,2752,384,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 13:25:00+00:00,2753,384,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 13:30:00+00:00,2754,385,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 13:35:00+00:00,2755,385,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 13:40:00+00:00,2756,390,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 13:45:00+00:00,2757,388,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 13:50:00+00:00,2758,388,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 13:55:00+00:00,2759,388,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 14:00:00+00:00,2760,390,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 14:05:00+00:00,2761,390,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 14:10:00+00:00,2762,389,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 14:15:00+00:00,2763,389,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 14:20:00+00:00,2764,388,0,0,0,0,0,0,0,0,0,0,0
2021-04-25 14:25:00+00:00,2765,387,0,0,0,0,0,0,0,0,0,0,0
